timestamp rx ry rz vx vy vz qx qy qz qw r p y 
51898743421 0.047309905 -0.021637313 -1.964836359 -0.017508272 -0.007644360 -0.034433182 0.000675246 0.001592165 0.003257881 0.999993205 0.000409593 -0.000169596 -0.000706214
51898791421 0.046805996 -0.020342793 -1.964848280 -0.017594371 -0.007443716 -0.037888382 0.000696933 0.001658679 0.003201868 0.999993265 0.000758012 0.001177410 -0.000994015
51898844031 0.046140164 -0.019362321 -1.973207116 -0.019116035 -0.009019720 -0.376357257 0.000668710 0.001513168 0.002603304 0.999995291 -0.037971083 0.005287510 0.001033269
51898904031 0.045234542 -0.018478686 -2.007194042 -0.019646231 -0.008525395 -0.724497676 0.000756709 -0.003241902 0.003506528 0.999988377 0.232355267 0.615412056 -0.011004340
51898944031 0.044759393 -0.018035466 -2.036221027 -0.007968632 -0.011309585 -0.758470476 0.001410293 -0.029787717 0.014075562 0.999456227 0.769605577 1.913401723 -0.056431782
51899004031 0.046997245 -0.018649386 -2.087215900 0.098717086 -0.053513706 -0.995198965 0.003669242 -0.097921297 0.039083377 0.994419754 0.659355342 2.108761549 -0.093805961
51899044031 0.053556170 -0.021194456 -2.129791737 0.231365025 -0.105367653 -1.154585123 0.004961396 -0.132425323 0.048857950 0.989975691 0.384560406 1.436268210 -0.072866723
51899092031 0.069124147 -0.027256729 -2.187737226 0.414275289 -0.172539189 -1.283443093 0.005969346 -0.156173721 0.054409083 0.986211896 0.118139699 0.647234082 -0.052823335
51899144031 0.095714994 -0.034816489 -2.253093243 0.601782143 -0.233922467 -1.332035184 0.006613717 -0.160813734 0.053064030 0.985535085 -0.269684821 -0.337815344 -0.041690912
51899192031 0.128559932 -0.044011753 -2.314951658 0.757520378 -0.278675973 -1.361521840 0.006696082 -0.138423875 0.039976586 0.989543378 -0.705304086 -1.364143610 -0.040175844
51899244031 0.171253145 -0.056483898 -2.383514881 0.875291884 -0.302552402 -1.364378929 0.006561110 -0.097212330 0.020450998 0.995031893 -0.733829737 -1.704964638 -0.030219460
51899304031 0.226072669 -0.071939997 -2.462306738 0.945544481 -0.302278191 -1.346071720 0.006053830 -0.049278814 0.000863982 0.998766363 -0.581260860 -1.530053973 -0.008247098
51899344031 0.264215380 -0.082173966 -2.515433073 0.961909652 -0.288751006 -1.377134562 0.005634974 -0.016252086 -0.012572922 0.999772966 -0.721018493 -1.721107006 -0.014416670
51899392031 0.309949517 -0.093554065 -2.580832720 0.942690253 -0.256253958 -1.403320312 0.005207276 0.023444941 -0.029336696 0.999281049 -0.621693194 -1.535497069 -0.016300514
51899444031 0.357442677 -0.104175553 -2.652436972 0.883975089 -0.208462104 -1.388550282 0.004854797 0.055749919 -0.041851908 0.997555494 -0.356084526 -0.984748662 -0.008585213
51899492031 0.397898376 -0.111638300 -2.718302011 0.800219834 -0.152072489 -1.409487367 0.004742447 0.076914653 -0.049884226 0.995777667 -0.388418466 -0.915915787 -0.020577675
