timestamp rx ry rz vx vy vz qx qy qz qw r p y 
1630023267552696 0.019812761 -0.006416587 -6.807245731 -0.007165100 -0.003804981 -0.135496378 0.000845438 0.002866250 0.004351166 0.999986112 -0.002113597 0.000730280 -0.000104838
1630023267604753 0.019294752 -0.007409441 -6.815062046 -0.007202928 -0.001645151 -0.128775537 0.000777157 0.002893314 0.004377530 0.999985993 0.004346345 0.003921772 0.001508825
1630023267652753 0.018829733 -0.008196884 -6.821859837 -0.006910497 -0.000474366 -0.122004561 0.000772987 0.002830384 0.004495103 0.999985695 0.003371582 0.002335158 -0.001957741
1630023267704809 0.018358339 -0.008793162 -6.827641010 -0.006348519 0.002232615 -0.063840091 0.000767683 0.001664786 0.003327949 0.999992847 -0.099774875 0.095031589 0.001867133
1630023267752809 0.017992554 -0.009143108 -6.829980373 -0.003370266 0.006216766 0.002072969 0.000670145 -0.001522143 0.000003537 0.999998689 -0.158737063 0.156579301 0.004692838
1630023267804867 0.017837346 -0.009097779 -6.827893257 0.002526598 0.014008723 0.116240524 0.000566559 -0.006631397 -0.005098633 0.999964893 -0.242288917 0.244052917 0.003064112
1630023267852867 0.018123215 -0.008654342 -6.821341991 0.011795986 0.025836680 0.220243886 0.000441688 -0.012856393 -0.011321644 0.999853194 -0.255095571 0.258805364 -0.001220152
1630023267904925 0.019186152 -0.007455758 -6.809015751 0.026250450 0.042515472 0.368202716 0.000390582 -0.019987050 -0.018248126 0.999633670 -0.283731699 0.289710194 0.001014503
1630023267952925 0.020924669 -0.005434840 -6.790596962 0.044510022 0.062595233 0.494328916 0.000348895 -0.026824482 -0.024805577 0.999332309 -0.242173463 0.260681659 0.002566246
1630023268004983 0.023816422 -0.001977505 -6.762754917 0.066036344 0.086625122 0.663018525 0.000237833 -0.033472117 -0.031022629 0.998958051 -0.236779541 0.256534010 0.007246668
1630023268052983 0.027571933 0.002424911 -6.729110718 0.090850748 0.112435862 0.801817060 0.000073850 -0.039183568 -0.036355674 0.998570502 -0.192775711 0.210288465 0.009090861
1630023268105043 0.033022724 0.008728947 -6.684448242 0.119108252 0.141662881 0.980672359 -0.000063994 -0.044438940 -0.041133787 0.998165011 -0.182753831 0.198492095 0.007987957
1630023268153043 0.039395388 0.016001187 -6.635087013 0.148870677 0.173138559 1.122839928 -0.000250726 -0.048802283 -0.045236252 0.997783542 -0.140915126 0.154873177 0.008229532
1630023268205101 0.047930047 0.025643613 -6.573227406 0.180806309 0.206121236 1.304656982 -0.000496103 -0.052704252 -0.048826274 0.997415662 -0.141803339 0.156067535 0.008426956
1630023268253101 0.057548564 0.034605790 -6.509994984 0.213884175 0.239541978 1.443884373 -0.000763484 -0.056037214 -0.051976725 0.997074604 -0.115706705 0.115023807 0.010270374
1630023268305163 0.070169069 0.044428166 -6.436186314 0.253796875 0.277458131 1.574911714 -0.001121180 -0.059120268 -0.054970514 0.996735632 -0.134133354 0.130504668 0.012990660
1630023268353163 0.083718903 0.055559535 -6.362174988 0.295139819 0.317060530 1.666551232 -0.001486351 -0.061835721 -0.057679571 0.996417224 -0.094277911 0.080850221 0.011972444
1630023268405226 0.100687005 0.070598617 -6.277183056 0.346440852 0.365998894 1.724923611 -0.001841752 -0.064066261 -0.060311597 0.996119857 -0.114886932 0.092670970 0.013455246
1630023268453226 0.118784539 0.087022200 -6.196482658 0.396614730 0.415546596 1.752312303 -0.002190599 -0.065703213 -0.062380582 0.995885015 -0.052724216 0.033151768 0.011191972
1630023268505294 0.141127244 0.108127482 -6.107543468 0.454656333 0.473459452 1.752580404 -0.002470560 -0.066345796 -0.063504599 0.995770752 -0.050524268 0.023222664 0.010642927
1630023268553294 0.164416805 0.130451307 -6.025437832 0.508761466 0.527792573 1.741197228 -0.002700621 -0.066440307 -0.063990287 0.995732784 0.012391736 -0.029155124 0.010340733
1630023268605360 0.192564324 0.158009291 -5.937642097 0.568817139 0.587666035 1.706739187 -0.002885803 -0.065564901 -0.063331589 0.995832384 0.026746547 -0.037030436 0.010997478
1630023268653360 0.221059591 0.185292840 -5.859323502 0.622219920 0.640688002 1.673640490 -0.003055288 -0.064272128 -0.062065348 0.995995820 0.082264595 -0.079450630 0.007570335
1630023268705428 0.254537642 0.216860965 -5.777625084 0.679387450 0.697305739 1.617912054 -0.003118473 -0.062143940 -0.059875745 0.996264696 0.078696616 -0.082033627 0.000326778
1630023268753428 0.288027316 0.248775348 -5.704563141 0.729413033 0.746513724 1.569913983 -0.003121099 -0.059795111 -0.057646941 0.996539831 0.115074776 -0.117865622 0.000400622
1630023268805504 0.327005386 0.286584198 -5.627633572 0.781000376 0.797641933 1.499509931 -0.003050073 -0.056739878 -0.054606378 0.996889889 0.114275791 -0.121369079 -0.002282017
1630023268853504 0.365257829 0.323911607 -5.559509277 0.823280156 0.840945363 1.441474795 -0.002912496 -0.053533591 -0.051624954 0.997226477 0.138441339 -0.147931010 -0.006449739
1630023268905580 0.408966810 0.367099196 -5.488377571 0.866616666 0.884762943 1.357395411 -0.002678409 -0.049558248 -0.047728673 0.997626603 0.153417945 -0.154818952 -0.009271494
1630023268953580 0.451211214 0.408978164 -5.426302910 0.901374757 0.919731140 1.289375186 -0.002411607 -0.045650933 -0.043799907 0.997993886 0.173348591 -0.172021464 -0.011338628
1630023269005659 0.498788863 0.456499279 -5.362856865 0.934842408 0.954178274 1.194368601 -0.002107283 -0.040797155 -0.038933590 0.998406410 0.201554313 -0.198572531 -0.009944756
1630023269053659 0.544110060 0.501209378 -5.308684349 0.959862471 0.978387952 1.118848562 -0.001773030 -0.035878923 -0.033929311 0.998778462 0.214793891 -0.213654250 -0.015119950
1630023269105740 0.594434321 0.550273180 -5.254623890 0.981359303 0.999368668 1.011341214 -0.001390826 -0.029885113 -0.027926898 0.999162138 0.240828618 -0.244878411 -0.015880184
1630023269153740 0.641713619 0.596547902 -5.209334373 0.993677318 1.010889769 0.928758204 -0.001011221 -0.023823034 -0.021938257 0.999474943 0.248456717 -0.253463358 -0.021636354
1630023269205819 0.693450391 0.647610545 -5.164913177 1.000075936 1.017336249 0.818214595 -0.000653559 -0.016989071 -0.015305554 0.999738336 0.259758472 -0.271632552 -0.009373498
1630023269253819 0.741345167 0.695017278 -5.128665924 0.998739302 1.015729666 0.736184597 -0.000358770 -0.010509418 -0.009160509 0.999902785 0.247459069 -0.260490030 -0.007815311
1630023269305894 0.792992711 0.746479988 -5.094014645 0.989718378 1.007089376 0.636286259 -0.000091745 -0.003880372 -0.002770929 0.999988616 0.240227148 -0.254541397 -0.007024780
1630023269353894 0.840092421 0.793537676 -5.066134930 0.975029469 0.992583513 0.564496815 0.000103458 0.001945031 0.002813304 0.999994218 0.213675231 -0.223008350 -0.006157150
