timestamp rx ry rz vx vy vz qx qy qz qw r p y 
1630008938440690 -0.019561363 -0.058258414 -7.159498215 0.001984035 0.038939454 0.056636039 -0.003570236 -0.000223849 0.000033270 0.999993682 0.002476967 -0.004565060 -0.008703504
1630008938488690 -0.022440381 -0.058962818 -7.163005352 0.002535352 0.037120245 0.059993256 -0.003462686 -0.000147875 0.000046567 0.999993980 -0.000725567 -0.002498880 -0.005814549
1630008938540758 -0.024830827 -0.059217308 -7.165320873 0.003917583 0.036232218 0.066534586 -0.003269403 -0.000151181 -0.000076768 0.999994636 -0.001820623 0.001230254 -0.006991811
1630008938588758 -0.026830688 -0.059348028 -7.166192532 0.003667840 0.035029843 0.112226740 -0.003198199 0.002809663 0.003223497 0.999985814 0.291382879 -0.264910072 0.002611237
1630008938640826 -0.028595237 -0.059240524 -7.163211346 -0.001143632 0.027082216 0.180463627 -0.003322789 0.013119299 0.014240838 0.999807000 0.483644187 -0.461992651 0.013527105
1630008938688826 -0.030500345 -0.059584357 -7.156838894 -0.013795730 0.012191069 0.277221292 -0.003674539 0.027068187 0.028789787 0.999212265 0.721730530 -0.698208034 0.021243053
1630008938740895 -0.033196583 -0.060783353 -7.143822193 -0.041196492 -0.018674348 0.382118464 -0.004233364 0.046946734 0.049137913 0.997679174 0.770830154 -0.765245199 0.027210286
1630008938788895 -0.037144031 -0.063499495 -7.126543045 -0.077782489 -0.058035869 0.506531417 -0.005001673 0.066429920 0.068370059 0.995433390 0.847474158 -0.856587052 0.037718117
1630008938840963 -0.044189915 -0.068681054 -7.104407787 -0.132430002 -0.116690792 0.633943915 -0.006070666 0.088297844 0.089687996 0.992029607 0.749508560 -0.784395456 0.049834412
1630008938888963 -0.053311624 -0.076314725 -7.077797413 -0.190914765 -0.178285792 0.780312657 -0.007328659 0.106650919 0.106906012 0.988505423 0.728199720 -0.770866811 0.064425364
1630008938941031 -0.066337481 -0.088073269 -7.039767742 -0.270119488 -0.261063993 0.920785248 -0.008922785 0.124631874 0.123369500 0.984462917 0.533826709 -0.602241993 0.071872890
1630008938989031 -0.082067028 -0.102803580 -6.997595310 -0.346221030 -0.339141607 1.073252082 -0.010617947 0.137649000 0.134837627 0.981202781 0.485587150 -0.533004940 0.081618071
1630008939041100 -0.103222892 -0.123076342 -6.942524910 -0.442372590 -0.436145425 1.220585346 -0.012698742 0.149873331 0.145464823 0.977863431 0.340756208 -0.389073908 0.088717468
1630008939089100 -0.127483606 -0.146622181 -6.885808945 -0.546133757 -0.541700244 1.320468187 -0.014870866 0.158967435 0.153095409 0.975228250 0.352862835 -0.391159147 0.099737190
1630008939141168 -0.159577891 -0.178089514 -6.819013596 -0.673301756 -0.669153810 1.403104782 -0.017482648 0.167766392 0.160564587 0.972505927 0.227095708 -0.256997913 0.106726386
